Probe_name	GB_ACC
219059_s_at	AL574194
219060_at	NM_018024
219061_s_at	NM_006014
219062_s_at	NM_017742
219063_at	NM_024319
219064_at	NM_030569
219065_s_at	NM_015955
219066_at	NM_021823
219067_s_at	NM_017615
219068_x_at	NM_018188
219069_at	NM_017704
219070_s_at	NM_023948
219071_x_at	NM_016458
219072_at	NM_004765
219073_s_at	NM_017784
219074_at	NM_018241
219075_at	NM_024029
219076_s_at	NM_018663
219077_s_at	NM_016373
219078_at	NM_018040
219079_at	NM_016230
219080_s_at	NM_019857
219081_at	NM_024668
219082_at	NM_015944
219083_at	NM_018130
219084_at	NM_022455
219085_s_at	NM_024707
219086_at	NM_018335
219087_at	NM_017680
219088_s_at	AA639585
219089_s_at	NM_024327
219090_at	NM_020689
219091_s_at	NM_024756
219092_s_at	NM_022755
219093_at	NM_017933
219094_at	NM_014154
219095_at	NM_005090
219096_at	NM_024585
219097_x_at	NM_024104
219098_at	NM_014520
219099_at	NM_020375
219100_at	NM_024928
219101_x_at	NM_024527
219102_at	NM_020650
219103_at	NM_017707
219104_at	NM_016422
219105_x_at	NM_014321
219106_s_at	NM_006063
219107_at	NM_021948
219108_x_at	NM_017895
219109_at	NM_024532
219110_at	NM_018983
219111_s_at	NM_024072
219112_at	NM_016340
219113_x_at	NM_016246
219114_at	NM_016210
219115_s_at	NM_014432
219116_s_at	NM_018185
219117_s_at	NM_016594
219118_at	NM_016594
219119_at	NM_016200
219120_at	NM_025203
219121_s_at	NM_017697
219122_s_at	NM_017872
219123_at	NM_014519
219124_at	NM_025115
219125_s_at	NM_018845
219126_at	NM_018288
219127_at	NM_024320
219128_at	NM_017880
219129_s_at	NM_024632
219130_at	NM_019083
219131_at	NM_013319
219132_at	NM_021255
219133_at	NM_017897
219134_at	NM_022159
219135_s_at	AL515916
219136_s_at	NM_022773
219137_s_at	NM_020194
219138_at	BC000606
219139_s_at	AF119868
219140_s_at	NM_006744
219141_s_at	NM_017749
219142_at	NM_023940
219143_s_at	NM_017793
219144_at	NM_024025
219145_at	NM_024679
219146_at	NM_024683
219147_s_at	NM_017881
219148_at	NM_018492
219149_x_at	NM_016216
219150_s_at	NM_006869
219151_s_at	NM_007081
219152_at	NM_015720
219153_s_at	NM_024817
219154_at	NM_024714
219155_at	NM_012417
219156_at	NM_018373
219157_at	NM_007246
219158_s_at	NM_025085
219159_s_at	NM_021181
219160_s_at	NM_022894
219161_s_at	NM_016951
219162_s_at	NM_016050
219163_at	NM_017656
219164_s_at	NM_018036
219165_at	NM_021630
219166_at	NM_018139
219167_at	NM_016563
219168_s_at	NM_017701
219169_s_at	NM_016020
219170_at	NM_024333
219171_s_at	NM_007345
219172_at	NM_024954
219173_at	NM_024957
219174_at	NM_025103
219175_s_at	NM_017836
219176_at	NM_024520
219177_at	NM_018321
219178_at	NM_024638
219179_at	NM_016651
219180_s_at	AI817074
219181_at	NM_006033
219182_at	NM_024533
219183_s_at	NM_013385
219184_x_at	NM_013337
219185_at	NM_012241
219186_at	NM_020224
219187_at	NM_022110
219188_s_at	NM_014067
219189_at	NM_024555
219190_s_at	NM_017629
219191_s_at	NM_016293
219192_at	NM_018449
219193_at	NM_018034
219194_at	NM_017893
219195_at	NM_013261
219196_at	NM_013243
219197_s_at	AI424243
219198_at	NM_012204
219199_at	NM_014423
219200_at	NM_024091
219201_s_at	NM_020648
219202_at	NM_024599
219203_at	NM_016049
219204_s_at	NM_021947
219205_at	NM_021947
219206_x_at	NM_016056
219207_at	NM_025083
219208_at	NM_025133
219209_at	NM_022168
219210_s_at	NM_016530
219211_at	NM_017414
219212_at	NM_016299
219213_at	NM_021219
219214_s_at	NM_021163
219215_s_at	NM_017767
219216_at	NM_019002
219217_at	NM_024678
219218_at	NM_024696
219219_at	NM_017854
219220_x_at	NM_020191
219221_at	NM_024724
219222_at	NM_022128
219223_at	NM_017586
219224_x_at	NM_024741
219225_at	NM_024554
219226_at	NM_016507
219227_at	NM_024565
219228_at	NM_018555
219229_at	NM_013272
219230_at	NM_018286
219231_at	NM_024831
219232_s_at	NM_022073
219233_s_at	NM_018530
219234_x_at	NM_024583
219235_s_at	NM_023923
219236_at	NM_024897
219237_s_at	NM_024920
219238_at	NM_017837
219239_s_at	NM_018293
219240_s_at	NM_024942
219241_x_at	NM_017857
219242_at	NM_025180
219243_at	NM_018326
219244_s_at	NM_022163
219245_s_at	AI309636
219246_s_at	NM_024623
219247_s_at	NM_024630
219248_at	NM_025264
219249_s_at	NM_021939
219250_s_at	NM_013281
219251_s_at	NM_018051
219252_s_at	NM_017856
219253_at	NM_024121
219254_at	NM_024648
219255_x_at	NM_018725
219256_s_at	NM_018986
219257_s_at	NM_021972
219258_at	NM_017858
219259_at	NM_022367
219260_s_at	NM_015362
219261_at	NM_024067
219262_at	NM_024670
219263_at	NM_024539
219264_s_at	NM_013239
219265_at	NM_024761
219266_at	NM_021632
219267_at	NM_016433
219268_at	NM_018208
219269_at	NM_024567
219270_at	NM_024111
219271_at	NM_024572
219272_at	NM_018207
219273_at	NM_003858
219274_at	NM_012338
219275_at	NM_004708
219276_x_at	NM_024828
219277_s_at	NM_018245
219278_at	NM_004672
219279_at	NM_017718
219280_at	NM_018963
219281_at	NM_012331
219282_s_at	NM_015930
219283_at	NM_014158
219284_at	NM_024610
219285_s_at	NM_016350
219286_s_at	NM_022768
219287_at	NM_014505
219288_at	NM_020685
219289_at	NM_017939
219290_x_at	NM_014395
219291_at	NM_020234
219292_at	NM_018105
219293_s_at	NM_013341
219294_at	NM_018132
219295_s_at	NM_013363
219296_at	NM_019028
219297_at	NM_019045
219298_at	NM_024693
219299_at	NM_017956
219300_s_at	AB020675
219301_s_at	AU144598
219302_s_at	NM_014141
219303_at	NM_024546
219304_s_at	NM_025208
219305_x_at	NM_012168
219306_at	NM_020242
219307_at	NM_020381
219308_s_at	NM_012093
219309_at	NM_024588
219310_at	NM_024893
219311_at	NM_024899
219312_s_at	NM_023929
219313_at	NM_017577
219314_s_at	NM_016423
219315_s_at	NM_024600
219316_s_at	NM_017791
219317_at	NM_007195
219318_x_at	NM_016060
219319_at	NM_022462
219320_at	NM_025109
219321_at	NM_022474
219322_s_at	NM_017818
219323_s_at	NM_005699
219324_at	NM_024313
219325_s_at	NM_018696
219326_s_at	NM_006577
219327_s_at	NM_022036
219328_at	NM_022779
219329_s_at	NM_016085
219330_at	NM_024062
219331_s_at	NM_018203
219332_at	NM_024723
219333_s_at	NM_023083
219334_s_at	NM_022837
219335_at	NM_022838
219336_s_at	NM_015947
219337_at	NM_017891
219338_s_at	NM_017691
219339_s_at	NM_024757
219340_s_at	AF123759
219341_at	NM_018941
219342_at	NM_022900
219343_at	NM_017913
219344_at	NM_018344
219345_at	NM_016074
219346_at	NM_024509
219347_at	NM_018283
219348_at	NM_018467
219349_s_at	NM_018303
219350_s_at	NM_019887
219351_at	NM_014563
219352_at	NM_017912
219353_at	NM_017687
219354_at	NM_018316
219355_at	NM_018015
219356_s_at	NM_016410
219357_at	NM_014027
219358_s_at	NM_018404
219359_at	NM_025092
219360_s_at	NM_017636
219361_s_at	NM_022767
219362_at	NM_024635
219363_s_at	NM_015942
219364_at	NM_024119
219365_s_at	NM_024046
219366_at	NM_020371
219367_s_at	NM_018534
219368_at	NM_021963
219369_s_at	NM_023112
219370_at	NM_019845
219371_s_at	NM_016270
219372_at	NM_014055
219373_at	NM_018973
219374_s_at	NM_024740
219375_at	NM_006090
219376_at	NM_024639
219377_at	NM_022751
219378_at	NM_024561
219379_x_at	NM_018083
219380_x_at	NM_006502
219381_at	NM_023073
219382_at	NM_013368
219383_at	NM_024841
219384_s_at	NM_012091
219385_at	NM_020125
219386_s_at	NM_020125
219387_at	NM_017571
219388_at	NM_024915
219389_at	NM_017982
219390_at	NM_017946
219391_at	NM_006085
219392_x_at	NM_018304
219393_s_at	NM_005465
219394_at	NM_024419
219395_at	NM_024939
219396_s_at	NM_024608
219397_at	NM_025147
219398_at	NM_022094
219399_at	NM_018362
219400_at	NM_003632
219401_at	NM_022167
219402_s_at	NM_024295
219403_s_at	NM_006665
219404_at	NM_024526
219405_at	NM_018073
219406_at	NM_024097
219407_s_at	NM_006059
219408_at	NM_019023
219409_at	NM_024700
219410_at	NM_018004
219411_at	NM_024712
219412_at	NM_022337
219413_at	NM_024722
219414_at	NM_022131
219415_at	NM_020659
219416_at	NM_016240
219417_s_at	NM_017622
219418_at	NM_024782
219419_at	NM_024805
219420_s_at	NM_023077
219421_at	NM_012382
219422_at	U72763
219423_x_at	NM_003790
219424_at	NM_005755
219425_at	NM_014351
219426_at	NM_024852
219427_at	NM_024582
219428_s_at	BF057649
219429_at	NM_024306
219430_at	NM_020155
219431_at	NM_024605
219432_at	NM_014556
219433_at	NM_017745
219434_at	NM_018643
219435_at	NM_025099
219436_s_at	NM_016242
219437_s_at	NM_013275
219438_at	NM_024522
219439_at	NM_020156
219440_at	NM_021785
219441_s_at	NM_024652
219442_at	NM_024048
219443_at	NM_017714
219444_at	NM_021946
219445_at	NM_015711
219446_at	NM_018157
219447_s_at	NM_015945
219448_at	BC002748
219449_s_at	NM_017866
219450_at	NM_018302
219451_at	NM_016064
219452_at	NM_022355
219453_at	NM_024731
219454_at	NM_015507
219455_at	NM_024788
219456_s_at	AW027923
219457_s_at	NM_024832
219458_s_at	NM_022072
219459_at	NM_018082
219460_s_at	NM_017849
219461_at	AJ236915
219462_at	NM_024587
219463_at	NM_012261
219464_at	NM_012113
219465_at	NM_001643
219466_s_at	NM_001643
219467_at	NM_017676
219468_s_at	NM_017949
219469_at	NM_024606
219470_x_at	NM_019084
219471_at	NM_025113
219472_at	NM_024322
219473_at	NM_017686
219474_at	NM_024616
219475_at	NM_013370
219476_at	NM_024115
219477_s_at	NM_018676
219478_at	NM_021197
219479_at	NM_024089
219480_at	NM_005985
219481_at	NM_024525
219482_at	NM_017438
219483_s_at	NM_022825
219484_at	NM_013320
219485_s_at	NM_002814
219486_at	NM_017803
219487_at	NM_024685
219488_at	NM_017436
219489_s_at	NM_017821
219490_s_at	NM_022836
219491_at	NM_024036
219492_at	NM_012110
219493_at	NM_024745
219494_at	NM_012415
219495_s_at	NM_013256
219496_at	NM_023016
219497_s_at	NM_022893
219498_s_at	NM_018014
219499_at	NM_018144
219500_at	NM_013246
219501_at	NM_017993
219502_at	NM_018248
219503_s_at	NM_018306
219504_s_at	NM_024813
219505_at	NM_017424
219506_at	NM_024579
219507_at	NM_016625
219508_at	NM_004751
219509_at	NM_021245
219510_at	NM_006596
219511_s_at	NM_005460
219512_at	NM_024918
219513_s_at	NM_005490
219514_at	NM_012098
219515_at	NM_020228
219516_at	NM_021625
219517_at	NM_025165
219518_s_at	NM_025165
219519_s_at	NM_023068
219520_s_at	NM_018458
219521_at	NM_018644
219522_at	NM_014344
219523_s_at	NM_018104
219524_s_at	NM_024120
219525_at	NM_018242
219526_at	NM_024644
219527_at	NM_017898
219528_s_at	NM_022898
219529_at	NM_004669
219530_at	NM_024675
219531_at	NM_018140
219532_at	NM_022726
219533_at	NM_000076
219534_x_at	NM_000076
219535_at	NM_014586
219536_s_at	NM_022088
219537_x_at	NM_016941
219538_at	NM_019069
219539_at	NM_024775
219540_at	AU150728
219541_at	NM_017806
219542_at	NM_024800
219543_at	NM_022129
219544_at	NM_024808
219545_at	NM_023930
219546_at	NM_017593
219547_at	NM_004376
219548_at	NM_006958
219549_s_at	NM_006054
219550_at	NM_022370
219551_at	NM_018456
219552_at	NM_024500
219553_at	NM_013330
219554_at	NM_016321
219555_s_at	NM_018455
219556_at	NM_025108
219557_s_at	NM_020645
219558_at	NM_024524
219559_at	NM_022082
219560_at	NM_024627
219561_at	NM_016429
219562_at	NM_014353
219563_at	NM_024633
219564_at	NM_018658
219565_at	NM_020674
219566_at	NM_024310
219567_s_at	NM_022774
219568_x_at	NM_018419
219569_s_at	NM_025246
219570_at	NM_024704
219571_s_at	NM_016265
219572_at	NM_017954
219573_at	NM_017640
219574_at	NM_017923
219575_s_at	NM_022341
219576_at	NM_024765
219577_s_at	NM_019112
219578_s_at	NM_030594
219579_at	NM_013401
219580_s_at	NM_024780
219581_at	NM_025265
219582_at	NM_024576
219583_s_at	NM_018418
219584_at	NM_015900
219585_at	NM_024296
219586_at	NM_030581
219587_at	NM_017868
219588_s_at	NM_017760
219589_s_at	NM_018273
219590_x_at	NM_015958
219591_at	NM_016564
219592_at	NM_024596
219593_at	NM_016582
219594_at	NM_016533
219595_at	NM_019591
219596_at	NM_020147
219597_s_at	NM_017434
219598_s_at	NM_016104
219599_at	NM_018507
219600_s_at	NM_006134
219601_s_at	NM_015652
219602_s_at	NM_022068
219603_s_at	NM_015919
219604_s_at	NM_017715
219605_at	NM_017715
219606_at	NM_016018
219607_s_at	NM_024021
219608_s_at	NM_024862
219609_at	NM_024515
219610_at	NM_022448
219611_s_at	NM_022778
219612_s_at	NM_000509
219613_s_at	NM_016539
219614_s_at	NM_020208
219615_s_at	NM_003740
219616_at	NM_024560
219617_at	NM_024766
219618_at	NM_016123
219619_at	NM_017594
219620_x_at	NM_017723
219621_at	NM_022111
219622_at	NM_017817
219623_at	NM_024855
219624_at	NM_004874
219625_s_at	NM_005713
219626_at	NM_024597
219627_at	NM_024910
219628_at	NM_022470
219629_at	NM_017911
219630_at	NM_005764
219631_at	NM_024937
219632_s_at	AF196175
219633_at	NM_024331
219634_at	NM_018413
219635_at	NM_025027
219636_s_at	NM_025139
219637_at	NM_025139
219638_at	NM_012170
219639_x_at	NM_020213
219640_at	NM_014343
219641_at	NM_017996
219642_s_at	NM_016559
219643_at	NM_018557
219644_at	NM_016122
219645_at	NM_001231
219646_at	NM_017702
219647_at	NM_022135
219648_at	NM_018000
219649_at	NM_013339
219650_at	NM_017669
219651_at	NM_018189
219652_s_at	NM_024689
219653_at	NM_014054
219654_at	NM_014241
219655_at	NM_024728
219656_at	NM_016580
219657_s_at	NM_016531
219658_at	NM_024754
219659_at	AU146927
219660_s_at	NM_016529
219661_at	NM_022897
219662_at	NM_024093
219663_s_at	NM_025268
219664_s_at	NM_020664
219665_at	NM_024815
219666_at	NM_022349
219667_s_at	NM_017935
219668_at	NM_024034
219669_at	NM_020406
219670_at	NM_024603
219671_at	AL136591
219672_at	NM_016633
219673_at	NM_017696
219674_s_at	NM_018635
219675_s_at	NM_025076
219676_at	NM_025231
219677_at	NM_025106
219678_x_at	NM_022487
219679_s_at	NM_018604
219680_at	NM_024618
219681_s_at	NM_025151
219682_s_at	NM_016569
219683_at	NM_017412
219684_at	NM_022147
219685_at	NM_021637
219686_at	NM_018401
219687_at	NM_018194
219688_at	NM_018190
219689_at	NM_020163
219690_at	NM_024660
219691_at	NM_017654
219692_at	NM_024507
219693_at	NM_020133
219694_at	NM_019018
219695_at	NM_024703
219696_at	NM_019049
219697_at	NM_006043
219698_s_at	NM_022840
219699_at	NM_018176
219700_at	NM_020405
219701_at	NM_014548
219702_at	NM_021796
219703_at	NM_018365
219704_at	NM_015982
219705_at	NM_024774
219706_at	NM_018347
219707_at	NM_014427
219708_at	NM_020201
219709_x_at	NM_023933
219710_at	NM_024577
219711_at	NM_017652
219712_s_at	NM_013276
219713_at	NM_013276
219714_s_at	NM_018398
219715_s_at	NM_018319
219716_at	NM_030641
219717_at	NM_017741
219718_at	NM_018291
219719_at	NM_016438
219720_s_at	NM_017972
219721_at	NM_018350
219722_s_at	NM_024307
219723_x_at	NM_020132
219724_s_at	NM_014796
219725_at	NM_018965
219726_at	NM_018977
219727_at	NM_014080
219728_at	NM_006790
219729_at	NM_016307
219730_at	NM_017638
219731_at	NM_024343
219732_at	NM_017753
219733_s_at	NM_012254
219734_at	NM_017699
219735_s_at	NM_014553
219736_at	NM_018700
219737_s_at	AI524125
219738_s_at	NM_020403
219739_at	NM_019062
219740_at	NM_024749
219741_x_at	NM_024762
219742_at	NM_030567
219743_at	NM_012259
219744_at	NM_022158
219745_at	NM_024789
219746_at	NM_012074
219747_at	NM_024574
219748_at	NM_024807
219749_at	NM_022071
219750_at	NM_018342
219751_at	NM_024860
219752_at	NM_004658
219753_at	NM_012447
219754_at	NM_018301
219755_at	NM_020649
219756_s_at	NM_024921
219757_s_at	NM_017799
219758_at	NM_024926
219759_at	NM_022350
219760_at	NM_022165
219761_at	NM_016511
219762_s_at	NM_015414
219763_at	NM_024820
219764_at	NM_007197
219765_at	NM_024620
219766_at	NM_030578
219767_s_at	NM_005111
219768_at	NM_024626
219769_at	NM_020238
219770_at	NM_024659
219771_at	NM_017752
219772_s_at	NM_014332
219773_at	NM_016931
219774_at	NM_019044
219775_s_at	NM_024695
219776_s_at	NM_018331
219777_at	NM_024711
219778_at	NM_012082
219779_at	NM_024721
219780_at	AF242768
219781_s_at	AI992095
219782_s_at	NM_016643
219783_at	NM_017877
219784_at	NM_024735
219785_s_at	NM_024735
219786_at	NM_004923
219787_s_at	NM_018098
219788_at	NM_013439
219789_at	AI628360
219790_s_at	NM_000908
219791_s_at	NM_024748
219792_at	NM_024758
219793_at	NM_022133
219794_at	NM_018289
219795_at	NM_007231
219796_s_at	NM_021924
219797_at	NM_012214
219798_s_at	NM_019606
219799_s_at	NM_005771
219800_s_at	NM_024838
219801_at	NM_030580
219802_at	NM_024854
219803_at	NM_014495
219804_at	NM_024875
219805_at	NM_022101
219806_s_at	NM_020179
219807_x_at	NM_016154
219808_at	NM_016510
219809_at	NM_017706
219810_at	NM_025054
219811_at	NM_022720
219812_at	NM_024070
219813_at	NM_004690
219814_at	NM_018388
219815_at	NM_024637
219816_s_at	NM_018107
219817_at	NM_016534
219818_s_at	NM_018025
219819_s_at	NM_014018
219820_at	NM_014037
219821_s_at	NM_018988
219822_at	NM_004294
219823_at	NM_024674
219824_at	NM_012450
219825_at	NM_019885
219826_at	NM_024691
219827_at	NM_003356
219828_at	NM_024718
219829_at	NM_012278
219830_at	NM_030665
219831_at	NM_016508
219832_s_at	NM_017410
219833_s_at	NM_018100
219834_at	NM_024744
219835_at	NM_020226
219836_at	NM_024508
219837_s_at	NM_018659
219838_at	NM_022905
219839_x_at	NM_012468
219840_s_at	AF195820
219841_at	NM_020661
219842_at	NM_019087
219843_at	NM_005897
219844_at	NM_018017
219845_at	NM_021570
219846_at	NM_025174
219847_at	NM_024827
219848_s_at	NM_014650
219849_at	NM_024833
219850_s_at	NM_012153
219851_at	NM_024840
219852_s_at	NM_024848
219853_at	NM_024301
219854_at	NM_021030
219855_at	NM_018159
219856_at	NM_023938
219857_at	NM_024889
219858_s_at	NM_017694
219859_at	NM_014358
219860_at	NM_025262
219861_at	NM_018163
219862_s_at	NM_012336
219863_at	NM_016323
219864_s_at	NM_013441
219865_at	NM_014179
219866_at	NM_016929
219867_at	NM_024944
219868_s_at	NM_016376
219869_s_at	NM_022154
219870_at	NM_024997
219871_at	NM_024614
219872_at	NM_016613
219873_at	NM_024027
219874_at	NM_024628
219875_s_at	NM_016076
219876_s_at	NM_017600
219877_at	NM_024645
219878_s_at	NM_015995
219879_s_at	NM_024032
219880_at	NM_022907
219881_s_at	NM_022907
219882_at	NM_024686
219883_at	NM_016611
219884_at	NM_014368
219885_at	NM_018042
219886_at	NM_024548
219887_at	NM_018219
219888_at	NM_003116
219889_at	NM_005479
219890_at	NM_013252
219891_at	NM_017712
219892_at	NM_023003
219893_at	NM_022903
219894_at	NM_019066
219895_at	NM_017938
219896_at	NM_015722
219897_at	NM_024787
219898_at	NM_018970
219899_x_at	NM_014434
219900_s_at	NM_017908
219901_at	NM_018351
219902_at	NM_017614
219903_s_at	NM_000770
219904_at	NM_024303
219905_at	NM_018538
219906_at	NM_018029
219907_at	NM_006653
219908_at	NM_014421
219909_at	NM_024302
219910_at	NM_007076
219911_s_at	NM_016354
219912_s_at	NM_005021
219913_s_at	NM_016652
219914_at	NM_004826
219915_s_at	NM_018593
219916_s_at	NM_025236
219917_at	NM_024936
219918_s_at	NM_018123
219919_s_at	NM_018276
219920_s_at	NM_021971
219921_s_at	NM_024940
219922_s_at	NM_021070
219923_at	NM_025188
219924_s_at	NM_007167
219925_at	NM_007167
219926_at	NM_022361
219927_at	NM_015962
219928_s_at	NM_012189
219929_s_at	NM_024071
219930_at	NM_007250
219931_s_at	NM_021633
219932_at	NM_014031
219933_at	NM_016066
219934_s_at	NM_005420
219935_at	NM_007038
219936_s_at	NM_023915
219937_at	NM_013381
219938_s_at	NM_024430
219939_s_at	NM_007158
219940_s_at	NM_018386
219941_at	NM_018279
219942_at	NM_021223
219943_s_at	NM_022741
219944_at	NM_024692
219945_at	NM_013264
219946_x_at	NM_024729
219947_at	NM_016184
219948_x_at	NM_024743
219949_at	NM_024512
219950_s_at	NM_012454
219951_s_at	NM_018152
219952_s_at	NM_020533
219953_s_at	NM_020642
219954_s_at	NM_020973
219955_at	NM_019079
219956_at	NM_007210
219957_at	NM_017987
219958_at	NM_018354
219959_at	NM_017947
219960_s_at	NM_015984
219961_s_at	NM_018474
219962_at	NM_021804
219963_at	NM_016364
219964_at	NM_017744
219965_s_at	NM_024859
219966_x_at	NM_017869
219967_at	NM_024864
219968_at	NM_016089
219969_at	NM_018360
219970_at	NM_017655
219971_at	NM_021798
219972_s_at	NM_022495
219973_at	NM_024590
219974_x_at	NM_018479
219975_x_at	NM_018324
219976_at	NM_015888
219977_at	NM_014336
219978_s_at	NM_018454
219979_s_at	NM_016401
219980_at	NM_025097
219981_x_at	NM_017961
219982_s_at	NM_022978
219983_at	NM_020386
219984_s_at	NM_020386
219985_at	NM_006042
219986_s_at	NM_025247
219987_at	NM_024534
219988_s_at	NM_018150
219989_s_at	NM_020140
219990_at	NM_024680
219991_at	NM_020041
219992_at	NM_013251
219993_at	NM_022454
219994_at	NM_019043
219995_s_at	NM_024702
219996_at	NM_024708
219997_s_at	NM_022730
219998_at	NM_014181
219999_at	NM_018621
220000_at	NM_003830
220001_at	NM_012387
220002_at	NM_018012
220003_at	NM_018296
220004_at	NM_018665
220005_at	NM_023914
220006_at	NM_024768
220007_at	NM_024770
220008_at	NM_024776
220009_at	NM_024778
220010_at	NM_012282
220011_at	NM_024037
220012_at	NM_019891
220013_at	NM_024794
220014_at	NM_016644
220015_at	NM_017766
220016_at	NM_024060
220017_x_at	NM_000771
220018_at	NM_024814
220019_s_at	NM_005774
220020_at	NM_022098
220021_at	NM_024847
220022_at	NM_018102
220023_at	NM_018690
220024_s_at	NM_020956
220025_at	NM_006593
220026_at	NM_012128
220027_s_at	NM_017805
220028_at	NM_001106
220029_at	NM_017770
220030_at	NM_018423
220031_at	NM_020205
220032_at	NM_024913
220033_at	NM_024601
220034_at	NM_007199
220035_at	NM_024923
220036_s_at	NM_018113
220037_s_at	NM_016164
220038_at	NM_013257
220039_s_at	NM_017774
220040_x_at	NM_018684
220041_at	NM_025163
220042_x_at	NM_024503
220043_s_at	NM_005929
220044_x_at	NM_016424
220045_at	NM_022728
220046_s_at	NM_020307
220047_at	NM_012240
220048_at	NM_022336
220049_s_at	NM_025239
220050_at	NM_018956
220051_at	NM_006799
220052_s_at	NM_012461
220053_at	NM_020634
220054_at	NM_016584
220055_at	NM_020653
220056_at	NM_021258
220057_at	NM_020411
220058_at	NM_024052
220059_at	NM_012108
220060_s_at	NM_017915
220061_at	NM_017888
220062_s_at	NM_016249
220063_at	NM_024751
220064_at	NM_024753
220065_at	NM_022144
220066_at	NM_022162
220067_at	NM_016642
220068_at	NM_013378
220069_at	NM_018943
220070_at	NM_024773
220071_x_at	NM_018097
220072_at	NM_024790
220073_s_at	NM_018173
220074_at	NM_017717
220075_s_at	NM_017717
220076_at	NM_019847
220077_at	NM_024821
220078_at	NM_018391
220079_s_at	NM_018391
220080_at	NM_018378
220081_x_at	NM_016371
220082_at	NM_017726
220083_x_at	NM_016017
220084_at	NM_018168
220085_at	NM_018063
220086_at	NM_022466
220087_at	NM_017429
220088_at	NM_001736
220089_at	NM_024884
220090_at	NM_016190
220091_at	NM_017585
220092_s_at	NM_018153
220093_at	NM_018153
220094_s_at	NM_022102
220095_at	NM_017738
220096_at	NM_017795
220097_s_at	NM_017728
220098_at	NM_017558
220099_s_at	NM_016007
220100_at	NM_018484
220101_x_at	NM_018628
220102_at	NM_023067
220103_s_at	NM_016067
220104_at	NM_020119
220105_at	NM_014433
220106_at	NM_013389
220107_s_at	NM_024643
220108_at	NM_004297
220109_at	NM_014111
220110_s_at	NM_022052
220111_s_at	NM_020373
220112_at	NM_024669
220113_x_at	NM_019014
220114_s_at	NM_017564
220115_s_at	NM_006727
220116_at	NM_021614
220117_at	NM_024697
220118_at	NM_014383
220119_at	NM_022140
220120_s_at	NM_022140
220121_at	NM_018148
220122_at	NM_024717
220123_at	NM_025181
220124_at	NM_022041
220125_at	NM_012144
220126_at	NM_013270
220127_s_at	NM_017703
220128_s_at	NM_024759
220129_at	NM_017826
220130_x_at	NM_019839
220131_at	NM_022006
220132_s_at	NM_013269
220133_at	NM_017855
220134_x_at	NM_018166
220135_s_at	NM_014270
220136_s_at	NM_005209
220137_at	NM_019086
220138_at	NM_004821
220139_at	NM_013369
220140_s_at	NM_013323
220141_at	NM_024806
220142_at	NM_021817
220143_x_at	NM_018032
220144_s_at	NM_022096
220145_at	NM_024826
220146_at	NM_016562
220147_s_at	NM_021238
220148_at	NM_022568
220149_at	NM_024861
220150_s_at	NM_024581
220151_at	NM_018111
220152_at	NM_024886
220153_at	NM_020354
220154_at	NM_020388
220155_s_at	NM_023924
220156_at	NM_024593
220157_x_at	NM_015899
220158_at	NM_020129
220159_at	NM_024903
220160_s_at	NM_007059
220161_s_at	NM_019114
220162_s_at	NM_022352
220163_s_at	NM_018411
220164_s_at	NM_016298
220165_at	NM_017759
220166_at	NM_020348
220167_s_at	NM_015369
220168_at	NM_018272
220169_at	NM_024943
220170_at	NM_020482
220171_x_at	NM_018559
220172_at	NM_025000
220173_at	NM_025057
220174_at	NM_025061
220175_s_at	NM_020667
220176_at	NM_025152
220177_s_at	NM_024022
220178_at	NM_021731
220179_at	NM_022357
220180_at	NM_025214
220181_x_at	NM_024055
220182_at	NM_024103
220183_s_at	NM_007083
220184_at	NM_024865
220185_at	NM_025213
220186_s_at	NM_017675
220187_at	NM_024636
220188_at	NM_020655
220189_s_at	NM_014275
220190_s_at	NM_006873
220191_at	NM_019617
220192_x_at	NM_012391
220193_at	NM_024676
220194_at	NM_024677
220195_at	NM_018328
220196_at	NM_024690
220197_at	NM_020632
220198_s_at	NM_020390
220199_s_at	NM_022831
220200_s_at	NM_020382
220201_at	NM_018835
220202_s_at	NM_018835
220203_at	NM_024732
220204_s_at	NM_024732
220205_at	NM_013315
220206_at	NM_024772
220207_at	NM_022125
220208_at	NM_017587
220209_at	NM_021093
220210_at	NM_020402
220211_at	NM_024799
220212_s_at	NM_022065
220213_at	NM_018692
220214_at	NM_013250
220215_at	NM_024804
220216_at	NM_019607
220217_x_at	NM_022661
220218_at	NM_017985
220219_s_at	NM_018001
220220_at	NM_018001
220221_at	NM_018156
220222_at	NM_018608
220223_at	NM_024857
220224_at	NM_017545
220225_at	NM_016358
220226_at	NM_024080
220227_at	NM_024883
220228_at	AB030653
220229_s_at	NM_007347
220230_s_at	NM_016229
220231_at	NM_006658
220232_at	NM_024906
220233_at	NM_024907
220234_at	NM_004056
220235_s_at	NM_018372
220236_at	NM_017990
220237_at	NM_022488
220238_s_at	NM_018846
220239_at	NM_018846
220240_s_at	NM_017905
220241_at	NM_017905
220242_x_at	NM_018260
220243_at	NM_014155
220244_at	NM_013343
220245_at	NM_016180
220246_at	NM_020397
220247_at	NM_020380
220248_x_at	NM_018839
220249_at	NM_012269
220250_at	NM_020652
220251_at	NM_024998
220252_x_at	NM_025159
220253_s_at	NM_013437
220254_at	NM_013437
220255_at	NM_021922
220256_s_at	NM_022120
220257_x_at	NM_017809
